"","ID","Group_type","Datetime","sampperiod","age","group"
"3884","543","LB",2016-03-20 08:26:00,4,42,2568
"3885","422","B",2016-03-20 11:05:00,4,52,2569
"3887","744","B",2016-03-22 08:24:00,4,27,2571
"3888","896","B",2016-03-22 08:24:00,4,27,2571
"3889","926","B",2016-03-22 08:24:00,4,22,2571
"3890","170","B",2016-03-22 11:36:00,4,52,2572
"3891","282","LB",2016-03-22 14:30:00,4,22,2573
"3893","685","B",2016-03-25 08:51:00,4,42,2575
"3895","685","LB",2016-03-25 17:29:00,4,42,2577
"3897","632","B",2016-03-26 12:22:00,4,27,2579
"3898","253","B",2016-03-26 12:22:00,4,22,2579
"3901","649","B",2016-03-31 07:40:00,4,24,2582
"3902","246","B",2016-03-31 07:40:00,4,27,2582
"3903","725","LB",2016-03-31 14:57:00,4,32,2583
"3908","643","LB",2016-04-03 08:45:00,4,32,2586
"3909","685","LB",2016-04-03 13:53:00,4,42,2587
"3910","422","LB",2016-04-03 14:55:00,4,52,2588
"3918","422","B",2016-04-07 08:38:00,4,52,2591
"3919","349","B",2016-04-07 08:38:00,4,52,2591
"3920","852","B",2016-04-07 11:02:00,4,22,2592
"3922","267","B",2016-04-07 13:01:00,4,22,2593
"3923","170","B",2016-04-07 13:01:00,4,52,2593
"3924","505","LB",2016-04-09 06:53:00,4,52,2594
"3931","685","LB",2016-04-09 12:47:00,4,42,2596
"3932","422","B",2016-04-09 15:26:00,4,52,2597
"3933","349","B",2016-04-09 15:26:00,4,52,2597
"3936","926","LB",2016-04-16 10:49:00,4,22,2600
"3937","170","B",2016-04-16 13:58:00,4,52,2601
"3938","822","B",2016-04-16 13:58:00,4,27,2601
"3939","128","B",2016-04-16 13:58:00,4,22,2601
"3953","349","B",2016-04-24 15:35:00,4,52,2607
"3954","422","B",2016-04-24 15:35:00,4,52,2607
"3956","685","LB",2016-04-25 09:50:00,4,42,2609
"3957","333","B",2016-04-25 16:06:00,4,42,2610
"3958","333","B",2016-04-27 07:38:00,4,42,2611
"3959","315","LB",2016-04-27 15:41:00,4,27,2612
"3962","6","LB",2016-04-29 17:32:00,4,22,2615
"3963","333","LB",2016-05-02 07:17:00,4,42,2616
"3964","350","B",2016-05-02 10:21:00,4,27,2617
"3965","636","B",2016-05-02 10:21:00,4,26,2617
"3967","743","LB",2016-05-04 14:30:00,4,22,2619
"3968","333","LB",2016-05-06 07:40:00,4,42,2620
"3983","685","B",2016-05-16 11:03:00,4,42,2626
"3984","282","B",2016-05-16 11:03:00,4,22,2626
"3985","422","B",2016-05-16 13:00:00,4,52,2627
"3989","422","B",2016-05-18 14:29:00,4,52,2629
"3990","330","LB",2016-05-18 15:48:00,4,34,2630
"3991","333","LB",2016-05-24 07:49:00,4,42,2631
"4004","929","LB",2016-05-29 08:11:00,4,42,2637
"4007","532","B",2016-05-29 14:29:00,4,27,2639
"4008","39","B",2016-05-29 14:29:00,4,22,2639
"4009","775","B",2016-05-29 14:29:00,4,23,2639
"4010","422","B",2016-05-29 14:29:00,4,52,2639
"4011","679","B",2016-05-29 14:29:00,4,27,2639
"4012","496","B",2016-05-29 14:29:00,4,24,2639
"4015","893","B",2016-05-30 12:07:00,4,42,2642
"4016","532","B",2016-05-30 12:07:00,4,27,2642
"4017","39","B",2016-05-30 12:07:00,4,22,2642
"4018","775","B",2016-05-30 12:07:00,4,23,2642
"4019","422","B",2016-05-30 12:07:00,4,52,2642
"4020","596","B",2016-05-30 12:07:00,4,32,2642
"4024","367","B",2016-06-01 10:18:00,4,27,2644
"4025","929","LB",2016-06-01 14:58:00,4,42,2645
"4026","766","B",2016-06-03 07:04:00,4,27,2646
"4028","269","LB",2016-06-03 10:02:00,4,22,2648
"4029","505","LB",2016-06-03 11:51:00,4,52,2649
"4030","604","B",2016-06-03 14:08:00,4,52,2650
"4031","202","B",2016-06-03 14:08:00,4,37,2650
"4032","333","B",2016-06-03 15:57:00,4,42,2651
"4033","637","B",2016-06-03 15:57:00,4,27,2651
"4034","485","B",2016-06-03 15:57:00,4,22,2651
"4035","202","B",2016-06-03 15:57:00,4,37,2651
"4036","604","B",2016-06-03 15:57:00,4,52,2651
"4037","224","LB",2016-06-06 07:08:00,4,24,2652
"4038","850","B",2016-06-06 07:40:00,4,27,2653
"4040","146","B",2016-06-06 10:46:00,4,22,2655
"4041","93","B",2016-06-06 10:46:00,4,22,2655
"4042","628","B",2016-06-06 10:46:00,4,22,2655
"4043","266","B",2016-06-06 10:46:00,4,27,2655
"4044","685","B",2016-06-06 13:57:00,4,42,2656
"4045","564","B",2016-06-06 13:57:00,4,37,2656
"4046","251","B",2016-06-06 13:57:00,4,22,2656
"4047","628","B",2016-06-06 13:57:00,4,22,2656
"4050","333","B",2016-06-10 07:17:00,4,42,2659
"4051","485","B",2016-06-10 07:17:00,4,22,2659
"4052","725","B",2016-06-10 07:17:00,4,32,2659
"4053","231","B",2016-06-10 07:17:00,4,22,2659
"4055","54","LB",2016-06-10 12:52:00,4,22,2661
"4056","163","B",2016-06-10 15:06:00,4,22,2662
"4057","228","B",2016-06-10 15:06:00,4,22,2662
"4058","643","B",2016-06-10 15:06:00,4,32,2662
"4059","422","B",2016-06-10 15:06:00,4,52,2662
"4060","725","B",2016-06-13 07:32:00,4,32,2663
"4061","333","B",2016-06-13 07:32:00,4,42,2663
"4062","604","B",2016-06-13 07:32:00,4,52,2663
"4063","734","B",2016-06-13 13:21:00,4,27,2664
"4064","549","B",2016-06-13 13:21:00,4,27,2664
"4066","422","B",2016-06-15 11:50:00,4,52,2666
"4067","159","B",2016-06-15 11:50:00,4,22,2666
"4068","694","B",2016-06-15 11:50:00,4,27,2666
"4069","383","B",2016-06-15 11:50:00,4,22,2666
"4070","852","B",2016-06-15 11:50:00,4,22,2666
"4071","881","B",2016-06-15 11:50:00,4,27,2666
"4072","75","B",2016-06-15 11:50:00,4,52,2666
"4073","163","B",2016-06-15 11:50:00,4,22,2666
"4074","505","B",2016-06-15 16:16:00,4,52,2667
"4076","422","B",2016-06-17 10:13:00,4,52,2669
"4077","163","B",2016-06-17 10:13:00,4,22,2669
"4081","121","B",2016-06-17 14:41:00,4,27,2671
"4082","738","B",2016-06-17 14:41:00,4,27,2671
"4083","170","B",2016-06-20 09:10:00,4,52,2672
"4084","685","B",2016-06-20 12:45:00,4,42,2673
"4085","282","B",2016-06-20 12:45:00,4,22,2673
"4086","543","LB",2016-06-20 14:35:00,4,42,2674
"4089","282","B",2016-06-25 11:57:00,4,22,2676
"4090","685","B",2016-06-25 11:57:00,4,42,2676
"4091","170","B",2016-06-25 15:33:00,4,52,2677
"4092","422","B",2016-06-25 15:33:00,4,52,2677
"4094","422","B",2016-06-27 09:35:00,4,52,2679
"4095","170","B",2016-06-27 09:35:00,4,52,2679
"4096","704","B",2016-06-27 09:35:00,4,32,2679
"4100","77","LB",2016-07-05 07:58:00,4,22,2681
"4104","210","LB",2016-07-05 09:45:00,4,22,2683
"4108","701","B",2016-07-05 14:24:00,4,27,2686
"4109","86","B",2016-07-05 14:24:00,4,32,2686
"4111","543","LB",2016-07-05 16:34:00,4,42,2687
"4112","170","LB",2016-07-07 08:39:00,4,52,2688
"4113","543","LB",2016-07-07 09:15:00,4,42,2689
"4115","170","B",2016-07-12 08:00:00,4,52,2691
"4116","543","LB",2016-07-12 10:47:00,4,42,2692
"4117","163","LB",2016-07-12 12:56:00,4,22,2693
"4120","725","LB",2016-07-13 14:57:00,4,32,2695
"4121","685","LB",2016-07-15 08:29:00,4,42,2696
"4127","170","B",2016-07-18 14:58:00,4,52,2699
"4129","163","B",2016-07-18 14:58:00,4,22,2699
"4130","926","B",2016-07-18 14:58:00,4,22,2699
"4131","501","B",2016-07-18 14:58:00,4,22,2699
"4132","704","B",2016-07-18 14:58:00,4,32,2699
"4133","847","B",2016-07-18 14:58:00,4,22,2699
"4134","685","LB",2016-07-20 10:43:00,4,42,2700
"4135","309","B",2016-07-20 13:34:00,4,22,2701
"4136","325","B",2016-07-20 13:34:00,4,22,2701
"4137","725","B",2016-07-20 13:34:00,4,32,2701
"4138","828","LB",2016-07-22 08:20:00,4,22,2702
"4139","644","B",2016-07-22 09:59:00,4,27,2703
"4141","170","B",2016-07-25 07:55:00,4,52,2705
"4145","725","B",2016-07-28 11:24:00,4,32,2708
"4146","704","B",2016-07-28 11:24:00,4,32,2708
"4147","422","B",2016-07-28 14:27:00,4,52,2709
"4148","8","B",2016-07-28 14:27:00,4,37,2709
"4149","282","B",2016-07-30 10:33:00,4,22,2710
"4150","170","B",2016-07-30 12:32:00,4,52,2711
"4153","828","B",2016-08-02 07:44:00,4,22,2713
"4156","170","B",2016-08-04 07:59:00,4,52,2716
"4157","926","B",2016-08-04 08:10:00,4,22,2717
"4158","643","B",2016-08-04 08:10:00,4,32,2717
"4159","347","B",2016-08-04 08:10:00,4,32,2717
"4160","734","B",2016-08-04 08:10:00,4,27,2717
"4161","775","B",2016-08-04 08:10:00,4,23,2717
"4163","84","B",2016-08-05 10:15:00,4,32,2718
"4164","422","B",2016-08-05 13:05:00,4,52,2719
"4165","725","B",2016-08-05 13:05:00,4,32,2719
"4166","596","LB",2016-08-10 08:00:00,4,32,2720
"4168","950","B",2016-08-10 08:04:00,4,27,2722
"4169","700","B",2016-08-10 08:04:00,4,32,2722
"4170","643","B",2016-08-10 08:04:00,4,32,2722
"4171","612","B",2016-08-10 08:04:00,4,42,2722
"4172","224","B",2016-08-10 08:04:00,4,24,2722
"4173","188","B",2016-08-10 08:04:00,4,22,2722
"4174","514","B",2016-08-10 08:04:00,4,32,2722
"4175","347","B",2016-08-10 08:04:00,4,32,2722
"4176","170","B",2016-08-10 08:04:00,4,52,2722
"4177","700","B",2016-08-10 08:04:00,4,32,2722
"4178","543","LB",2016-08-11 10:43:00,4,42,2723
"4179","170","B",2016-08-11 14:02:00,4,52,2724
"4180","543","LB",2016-08-16 13:18:00,4,42,2725
"4181","309","LB",2016-08-16 15:20:00,4,22,2726
"4182","422","B",2016-08-18 08:40:00,4,52,2727
"4183","801","B",2016-08-18 08:40:00,4,32,2727
"4184","325","B",2016-08-18 08:40:00,4,22,2727
"4187","914","B",2016-08-19 10:44:00,4,27,2729
"4188","349","LB",2016-08-19 11:47:00,4,52,2730
"4189","725","B",2016-08-19 13:18:00,4,32,2731
"4190","406","B",2016-08-19 13:18:00,4,52,2731
"4191","685","B",2016-08-19 13:18:00,4,42,2731
"4194","543","LB",2016-08-21 08:55:00,4,42,2733
"4195","406","B",2016-08-21 12:10:00,4,52,2734
"4196","2","B",2016-08-21 12:10:00,4,22,2734
"4197","422","LB",2016-08-21 13:12:00,4,52,2735
"4198","685","B",2016-08-21 13:36:00,4,42,2736
"4199","228","B",2016-08-21 13:36:00,4,22,2736
"4200","801","B",2016-08-21 13:36:00,4,32,2736
"4201","543","B",2016-08-21 13:36:00,4,42,2736
"4202","251","B",2016-08-21 13:36:00,4,22,2736
"4203","867","B",2016-08-21 13:36:00,4,24,2736
"4204","392","B",2016-08-21 13:36:00,4,27,2736
"4205","2","B",2016-08-21 13:36:00,4,22,2736
"4206","325","B",2016-08-21 13:36:00,4,22,2736
"4207","725","B",2016-08-21 13:36:00,4,32,2736
"4208","926","B",2016-08-24 09:50:00,4,22,2737
"4209","774","B",2016-08-24 09:50:00,4,37,2737
"4210","170","B",2016-08-24 09:50:00,4,52,2737
"4211","347","B",2016-08-24 11:27:00,4,32,2738
"4212","643","B",2016-08-24 11:27:00,4,32,2738
"4213","612","LB",2016-08-24 12:40:00,4,42,2739
"4214","543","LB",2016-08-24 13:43:00,4,42,2740
"4225","704","LB",2016-08-25 13:22:00,4,32,2743
"4226","725","B",2016-08-25 14:18:00,4,32,2744
"4227","713","B",2016-08-25 14:18:00,4,22,2744
"4228","767","B",2016-08-25 14:18:00,4,27,2744
"4229","368","B",2016-08-25 14:18:00,4,27,2744
"4230","685","B",2016-08-25 14:18:00,4,42,2744
"4231","170","LB",2016-08-27 08:40:00,4,52,2745
"4232","169","B",2016-08-27 10:43:00,4,27,2746
"4233","543","B",2016-08-27 10:43:00,4,42,2746
"4234","422","B",2016-08-27 13:48:00,4,52,2747
"4235","406","B",2016-08-27 13:48:00,4,52,2747
"4236","897","B",2016-08-27 13:48:00,4,32,2747
"4237","349","B",2016-08-27 13:48:00,4,52,2747
"4238","75","LB",2016-08-27 16:22:00,4,52,2748
"4240","725","B",2016-08-30 09:45:00,4,32,2750
"4241","84","B",2016-08-30 09:45:00,4,32,2750
"4242","64","B",2016-08-30 09:45:00,4,32,2750
"4243","325","B",2016-08-30 09:45:00,4,22,2750
"4244","403","B",2016-08-30 09:45:00,4,22,2750
"4245","422","B",2016-08-30 09:45:00,4,52,2750
"4246","801","B",2016-08-30 09:45:00,4,32,2750
"4247","234","B",2016-08-30 09:45:00,4,27,2750
"4248","704","B",2016-08-31 12:40:00,4,32,2751
"4249","685","B",2016-08-31 12:40:00,4,42,2751
"4250","251","B",2016-09-02 09:45:00,4,22,2752
"4251","80","B",2016-09-02 09:45:00,4,24,2752
"4252","704","B",2016-09-02 09:45:00,4,32,2752
"4253","170","B",2016-09-02 09:45:00,4,52,2752
"4254","685","B",2016-09-02 09:45:00,4,42,2752
"4255","828","B",2016-09-02 09:45:00,4,22,2752
"4256","325","B",2016-09-02 15:35:00,4,22,2753
"4259","685","LB",2016-09-07 14:03:00,4,42,2755
"4260","86","B",2016-09-08 10:40:00,4,32,2756
"4261","170","B",2016-09-08 10:40:00,4,52,2756
"4262","543","B",2016-09-08 10:40:00,4,42,2756
"4272","543","B",2016-09-12 13:51:00,4,42,2759
"4273","170","B",2016-09-12 13:51:00,4,52,2759
"4282","170","B",2016-09-15 09:42:00,4,52,2763
"4283","406","B",2016-09-19 08:30:00,4,52,2764
"4284","75","B",2016-09-19 08:30:00,4,52,2764
"4285","228","B",2016-09-19 08:30:00,4,22,2764
"4290","821","LB",2016-09-20 06:58:00,4,27,2766
"4291","767","B",2016-09-20 08:44:00,4,27,2767
"4292","543","B",2016-09-20 09:04:00,4,42,2768
"4294","730","B",2016-09-20 09:04:00,4,27,2768
"4295","685","B",2016-09-20 09:04:00,4,42,2768
"4296","170","B",2016-09-20 12:18:00,4,52,2769
"4297","163","B",2016-09-20 12:18:00,4,22,2769
"4298","505","B",2016-09-20 16:55:00,4,52,2770
"4299","66","B",2016-09-20 16:55:00,4,37,2770
"4300","228","LB",2016-09-22 07:30:00,4,22,2771
"4301","422","B",2016-09-22 08:30:00,4,52,2772
"4302","267","B",2016-09-22 08:30:00,4,22,2772
"4303","685","B",2016-09-22 09:28:00,4,42,2773
"4304","730","B",2016-09-22 09:28:00,4,27,2773
"4305","325","B",2016-09-22 09:28:00,4,22,2773
"4306","403","B",2016-09-22 09:28:00,4,22,2773
"4307","683","B",2016-09-22 09:28:00,4,27,2773
"4308","84","B",2016-09-22 09:28:00,4,32,2773
"4309","713","B",2016-09-22 09:28:00,4,22,2773
"4310","801","B",2016-09-22 09:28:00,4,32,2773
"4311","267","B",2016-09-22 09:28:00,4,22,2773
"4312","349","B",2016-09-22 15:20:00,4,52,2774
"4313","436","B",2016-09-22 15:20:00,4,27,2774
"4316","685","LB",2016-09-27 08:40:00,4,42,2777
"4317","422","B",2016-09-27 11:30:00,4,52,2778
"4318","224","B",2016-09-27 11:30:00,4,24,2778
"4319","75","B",2016-09-27 11:30:00,4,52,2778
"4320","717","B",2016-09-30 10:00:00,4,21,2779
"4321","368","B",2016-09-30 10:00:00,4,27,2779
"4322","224","B",2016-09-30 10:00:00,4,24,2779
"4323","422","B",2016-09-30 10:00:00,4,52,2779
"4324","349","B",2016-09-30 13:15:00,4,52,2780
"4325","2","B",2016-09-30 16:30:00,4,22,2781
"4326","738","B",2016-09-30 16:30:00,4,27,2781
"4327","75","B",2016-09-30 16:30:00,4,52,2781
"4328","501","LB",2016-10-03 09:20:00,4,22,2782
"4329","86","B",2016-10-03 10:08:00,4,32,2783
"4330","170","B",2016-10-03 10:45:00,4,52,2784
"4331","381","B",2016-10-03 12:20:00,4,27,2785
"4332","844","B",2016-10-03 12:20:00,4,32,2785
"4333","543","LB",2016-10-03 13:33:00,4,42,2786
"4334","228","B",2016-10-03 15:10:00,4,22,2787
"4335","828","B",2016-10-03 15:10:00,4,22,2787
"4336","685","B",2016-10-03 15:10:00,4,42,2787
"4338","170","B",2016-10-04 12:35:00,4,52,2789
"4339","658","B",2016-10-04 12:35:00,4,27,2789
"4340","224","B",2016-10-06 08:26:00,4,24,2790
"4341","28","LB",2016-10-06 10:42:00,4,57,2791
"4344","403","LB",2016-10-06 13:05:00,4,22,2793
"4345","543","LB",2016-10-10 09:26:00,4,42,2794
"4346","28","B",2016-10-10 11:40:00,4,57,2795
"4347","685","B",2016-10-12 08:05:00,4,42,2796
"4348","501","B",2016-10-12 08:05:00,4,22,2796
"4349","596","B",2016-10-12 08:05:00,4,32,2796
"4350","510","B",2016-10-12 08:05:00,4,27,2796
"4351","249","B",2016-10-12 08:05:00,4,27,2796
"4352","368","B",2016-10-12 08:05:00,4,27,2796
"4353","170","B",2016-10-12 10:46:00,4,52,2797
"4354","133","B",2016-10-12 10:46:00,4,22,2797
"4355","891","B",2016-10-12 12:10:00,4,22,2798
"4356","543","B",2016-10-12 12:10:00,4,42,2798
"4357","543","B",2016-10-14 10:25:00,4,42,2799
"4358","891","B",2016-10-14 10:25:00,4,22,2799
"4359","404","LB",2016-10-14 15:07:00,4,27,2800
"4361","543","B",2016-10-18 06:53:00,4,42,2802
"4362","891","B",2016-10-18 06:53:00,4,22,2802
"4363","685","B",2016-10-18 08:52:00,4,42,2803
"4364","224","B",2016-10-18 09:24:00,4,24,2804
"4365","163","LB",2016-10-18 11:39:00,4,22,2805
"4366","349","LB",2016-10-18 15:01:00,4,52,2806
"4367","891","B",2016-10-20 07:49:00,4,22,2807
"4368","926","B",2016-10-20 07:49:00,4,22,2807
"4369","5","B",2016-10-20 07:49:00,4,27,2807
"4370","543","B",2016-10-20 07:49:00,4,42,2807
"4371","955","LB",2016-10-20 11:16:00,4,22,2808
"4372","510","B",2016-10-20 11:45:00,4,27,2809
"4373","228","B",2016-10-20 11:45:00,4,22,2809
"4374","514","B",2016-10-20 11:45:00,4,32,2809
"4375","955","B",2016-10-20 11:45:00,4,22,2809
"4376","163","B",2016-10-20 11:45:00,4,22,2809
"4377","383","B",2016-10-20 11:45:00,4,22,2809
"4378","163","B",2016-10-20 11:45:00,4,22,2809
"4379","249","B",2016-10-20 11:45:00,4,27,2809
"4380","267","B",2016-10-20 11:45:00,4,22,2809
"4381","170","B",2016-10-20 14:30:00,4,52,2810
"4382","145","B",2016-10-20 14:30:00,4,22,2810
"4383","509","B",2016-10-20 14:30:00,4,27,2810
"4384","403","B",2016-10-20 14:30:00,4,22,2810
"4387","543","LB",2016-10-23 07:30:00,4,42,2812
"4389","685","B",2016-10-23 11:15:00,4,42,2814
"4390","514","B",2016-10-23 11:15:00,4,32,2814
"4391","249","B",2016-10-23 11:15:00,4,27,2814
"4392","844","B",2016-10-23 11:15:00,4,32,2814
"4393","228","B",2016-10-23 11:15:00,4,22,2814
"4394","139","B",2016-10-23 11:15:00,4,27,2814
"4395","2","B",2016-10-23 11:15:00,4,22,2814
"4396","159","B",2016-10-23 11:15:00,4,22,2814
"4397","210","B",2016-10-23 11:15:00,4,22,2814
"4398","510","B",2016-10-23 11:15:00,4,27,2814
"4401","551","B",2016-10-24 08:15:00,4,27,2816
"4403","543","LB",2016-10-26 07:52:00,4,42,2818
"4404","170","B",2016-10-26 11:27:00,4,52,2819
"4405","612","B",2016-10-26 11:27:00,4,42,2819
"4406","86","B",2016-10-26 11:27:00,4,32,2819
"4408","839","LB",2016-10-26 16:15:00,4,69,2821
"4409","543","LB",2016-10-28 08:28:00,4,42,2822
"4410","612","B",2016-10-28 09:50:00,4,42,2823
"4411","543","B",2016-10-28 09:50:00,4,42,2823
"4412","891","B",2016-10-28 09:50:00,4,22,2823
"4413","704","B",2016-10-28 09:50:00,4,32,2823
"4414","86","B",2016-10-28 09:50:00,4,32,2823
"4415","596","B",2016-10-28 09:50:00,4,32,2823
"4416","685","B",2016-10-28 09:50:00,4,42,2823
"4417","839","B",2016-10-28 09:50:00,4,69,2823
"4418","354","B",2016-10-28 09:50:00,4,42,2823
"4419","163","B",2016-10-28 09:50:00,4,22,2823
"4420","75","B",2016-10-28 09:50:00,4,52,2823
"4423","224","B",2016-10-31 10:40:00,4,24,2825
"4424","383","B",2016-10-31 10:40:00,4,22,2825
"4425","54","B",2016-10-31 10:40:00,4,22,2825
"4426","852","B",2016-10-31 10:40:00,4,22,2825
"4427","914","B",2016-10-31 10:40:00,4,27,2825
"4428","514","B",2016-10-31 10:40:00,4,32,2825
"4429","675","B",2016-10-31 11:05:00,4,32,2826
"4430","166","B",2016-10-31 11:05:00,4,32,2826
"4431","168","B",2016-10-31 11:05:00,4,22,2826
"4432","685","B",2016-10-31 12:10:00,4,42,2827
"4433","890","B",2016-10-31 12:10:00,4,32,2827
"4434","596","B",2016-10-31 12:10:00,4,32,2827
"4435","704","B",2016-10-31 12:10:00,4,32,2827
"4436","926","B",2016-10-31 12:10:00,4,22,2827
"4437","685","LB",2016-11-02 11:28:00,4,42,2828
"4438","852","B",2016-11-02 11:55:00,4,22,2829
"4439","170","B",2016-11-02 11:55:00,4,52,2829
"4440","403","B",2016-11-02 11:55:00,4,22,2829
"4441","510","B",2016-11-02 11:55:00,4,27,2829
"4442","267","B",2016-11-02 11:55:00,4,22,2829
"4444","28","LB",2016-11-04 11:30:00,4,57,2831
"4445","31","B",2016-11-04 12:50:00,4,32,2832
"4446","224","B",2016-11-04 12:50:00,4,24,2832
"4447","54","B",2016-11-04 12:50:00,4,22,2832
"4448","422","B",2016-11-04 12:50:00,4,52,2832
"4449","635","B",2016-11-04 12:50:00,4,37,2832
"4452","510","B",2016-11-06 08:20:00,4,27,2834
"4453","734","B",2016-11-06 08:20:00,4,27,2834
"4454","543","B",2016-11-06 08:20:00,4,42,2834
"4455","170","LB",2016-11-06 12:00:00,4,52,2835
"4456","543","B",2016-11-08 08:40:00,4,42,2836
"4457","715","B",2016-11-08 08:40:00,4,27,2836
"4458","349","B",2016-11-08 12:45:00,4,52,2837
"4459","163","B",2016-11-08 12:45:00,4,22,2837
"4460","170","B",2016-11-08 12:45:00,4,52,2837
"4461","449","B",2016-11-08 12:45:00,4,27,2837
"4462","394","B",2016-11-08 12:45:00,4,42,2837
"4463","163","B",2016-11-08 12:45:00,4,22,2837
"4464","685","LB",2016-11-08 14:14:00,4,42,2838
"4465","252","B",2016-11-10 09:30:00,4,27,2839
"4466","713","B",2016-11-10 09:30:00,4,22,2839
"4467","828","B",2016-11-10 11:23:00,4,22,2840
"4468","685","B",2016-11-10 11:23:00,4,42,2840
"4469","436","B",2016-11-10 11:23:00,4,27,2840
"4470","170","B",2016-11-10 13:00:00,4,52,2841
"4471","543","B",2016-11-10 13:00:00,4,42,2841
"4473","31","B",2016-11-13 12:31:00,4,32,2843
"4474","917","B",2016-11-13 13:57:00,4,37,2844
"4475","169","B",2016-11-13 13:57:00,4,27,2844
"4476","170","B",2016-11-13 13:57:00,4,52,2844
"4477","436","B",2016-11-13 13:57:00,4,27,2844
"4478","596","B",2016-11-13 13:57:00,4,32,2844
"4479","852","B",2016-11-13 13:57:00,4,22,2844
"4483","947","B",2016-11-15 13:25:00,4,27,2847
"4484","891","B",2016-11-15 13:25:00,4,22,2847
"4485","349","B",2016-11-15 13:25:00,4,52,2847
"4486","228","B",2016-11-15 14:48:00,4,22,2848
"4487","685","B",2016-11-15 14:48:00,4,42,2848
"4488","5","B",2016-11-15 14:48:00,4,27,2848
"4489","422","B",2016-11-15 14:48:00,4,52,2848
"4490","749","B",2016-11-15 14:48:00,4,32,2848
"4492","510","B",2016-11-15 16:13:00,4,27,2849
"4493","839","B",2016-11-15 16:13:00,4,69,2849
"4494","170","B",2016-11-16 10:04:00,4,52,2850
"4495","543","B",2016-11-16 12:05:00,4,42,2851
"4496","617","B",2016-11-16 12:05:00,4,22,2851
"4497","622","B",2016-11-16 12:05:00,4,32,2851
"4498","810","B",2016-11-16 12:05:00,4,37,2851
"4499","566","B",2016-11-18 06:00:00,4,27,2852
"4500","335","B",2016-11-18 06:00:00,4,52,2852
"4501","449","B",2016-11-18 06:00:00,4,27,2852
"4502","543","LB",2016-11-19 09:00:00,4,42,2853
"4503","333","B",2016-11-21 07:13:00,4,42,2854
"4504","310","B",2016-11-21 07:13:00,4,22,2854
"4505","227","B",2016-11-21 07:13:00,4,27,2854
"4506","699","B",2016-11-21 07:13:00,4,22,2854
"4508","170","B",2016-11-21 11:45:00,4,52,2856
"4509","403","B",2016-11-21 14:22:00,4,22,2857
"4510","617","B",2016-11-21 14:22:00,4,22,2857
"4511","839","B",2016-11-21 14:22:00,4,69,2857
"4512","146","B",2016-11-21 14:22:00,4,22,2857
"4513","844","B",2016-11-21 14:22:00,4,32,2857
"4514","955","B",2016-11-22 06:50:00,4,22,2858
"4515","734","B",2016-11-22 06:50:00,4,27,2858
"4516","826","B",2016-11-22 06:50:00,4,27,2858
"4517","543","B",2016-11-22 10:40:00,4,42,2859
"4518","839","B",2016-11-22 13:05:00,4,69,2860
"4519","617","B",2016-11-22 13:05:00,4,22,2860
"4520","170","B",2016-11-22 13:05:00,4,52,2860
"4521","699","B",2016-11-24 09:05:00,4,22,2861
"4522","333","B",2016-11-24 09:05:00,4,42,2861
"4523","227","B",2016-11-24 09:05:00,4,27,2861
"4524","676","B",2016-11-24 09:05:00,4,27,2861
"4525","543","LB",2016-11-24 12:08:00,4,42,2862
"4526","170","B",2016-11-24 13:02:00,4,52,2863
"4527","210","B",2016-11-24 15:07:00,4,22,2864
"4528","163","LB",2016-11-26 07:22:00,4,22,2865
"4529","543","LB",2016-11-28 10:40:00,4,42,2866
"4530","227","B",2016-11-28 15:00:00,4,27,2867
"4531","699","B",2016-11-28 15:00:00,4,22,2867
"4532","333","B",2016-11-28 15:00:00,4,42,2867
"4533","163","B",2016-11-28 15:00:00,4,22,2867
"4534","333","LB",2016-12-02 07:25:00,4,42,2868
"4535","929","B",2016-12-02 10:09:00,4,42,2869
"4536","310","B",2016-12-02 10:09:00,4,22,2869
"4538","422","B",2016-12-03 09:30:00,4,52,2871
"4539","543","LB",2016-12-03 11:54:00,4,42,2872
"4540","210","B",2016-12-03 15:15:00,4,22,2873
"4541","333","B",2016-12-03 16:55:00,4,42,2874
"4542","543","LB",2016-12-06 09:40:00,4,42,2875
"4543","685","LB",2016-12-06 11:30:00,4,42,2876
"4544","74","B",2016-12-06 13:10:00,4,27,2877
"4545","422","B",2016-12-06 13:10:00,4,52,2877
"4546","170","B",2016-12-06 15:15:00,4,52,2878
"4547","617","B",2016-12-06 15:15:00,4,22,2878
"4548","170","B",2016-12-09 10:28:00,4,52,2879
"4549","505","LB",2016-12-10 07:11:00,4,52,2880
"4550","543","LB",2016-12-10 11:20:00,4,42,2881
"4551","685","B",2016-12-10 12:08:00,4,42,2882
"4552","349","B",2016-12-10 12:08:00,4,52,2882
"4553","333","LB",2016-12-14 13:55:00,4,42,2883
"4554","333","LB",2016-12-16 07:12:00,4,42,2884
"4555","543","B",2016-12-16 09:59:00,4,42,2885
"4556","349","B",2016-12-16 11:18:00,4,52,2886
"4557","685","LB",2016-12-16 13:26:00,4,42,2887
"4558","505","B",2016-12-16 15:44:00,4,52,2888
"4559","325","B",2016-12-16 15:44:00,4,22,2888
"4560","120","B",2016-12-18 06:30:00,4,27,2889
"4561","879","B",2016-12-18 06:30:00,4,37,2889
"4562","325","B",2016-12-18 06:30:00,4,22,2889
"4563","747","B",2016-12-18 06:30:00,4,27,2889
"4564","333","LB",2016-12-18 07:25:00,4,42,2890
